City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,al qitena,14.8648,32.3668,75.29,15,34,11.12,SD,1706545913
365,manokwari,-0.8667,134.0833,78.94,81,96,2.86,ID,1706545913
366,las palmas,28.4204,-14.0131,68.79,64,0,4.61,ES,1706545870
367,taoudenni,22.6783,-3.9836,82.8,7,0,8.93,ML,1706545913
368,istgah-e rah ahan-e garmsar,35.2346,52.3094,46.71,37,80,2.86,IR,1706545913
369,bakchar,57.0186,82.0711,-5.01,100,95,3.96,RU,1706545914
370,garbahaarrey,3.3289,42.2209,93.38,27,100,12.37,SO,1706545914
371,pathein,16.7833,94.7333,70.23,60,40,4.85,MM,1706545914
372,emet,39.343,29.2585,26.78,85,44,7.96,TR,1706545884
373,scarborough,54.2797,-0.4044,46.65,94,100,8.97,GB,1706545898
374,bhuj,23.2667,69.6667,68.4,80,12,7.36,IN,1706545806
375,ghanzi,-21.5667,21.7833,80.42,50,96,7.67,BW,1706545915
376,langarud,37.197,50.1535,48.25,88,86,3.98,IR,1706545916
377,khandyga,62.6667,135.6,-53.3,100,81,2.1,RU,1706545916
378,kargopol',61.5071,38.9456,33.96,83,100,13.31,RU,1706545917
379,syktyvkar,61.6764,50.8099,22.91,100,100,13.42,RU,1706545917
380,belomorsk,64.5232,34.7668,36.37,84,100,16.33,RU,1706545917
381,rosarito,32.3333,-117.0333,69.24,39,35,2.73,MX,1706545918
382,laguna,38.421,-121.4238,61.09,96,0,3.44,US,1706545918
383,isoka,-10.1606,32.6335,66.43,93,100,0.45,ZM,1706545918
384,anchau,10.9597,8.3916,81.54,14,24,8.48,NG,1706545919
385,sodra sandby,56.5667,16.6167,38.89,84,100,11.41,SE,1706545920
386,mbanza-ngungu,-5.25,14.8667,74.08,88,99,5.73,CD,1706545920
387,rumoi,43.9344,141.6428,31.89,82,98,9.28,JP,1706545921
388,neiafu,-18.65,-173.9833,77.68,94,75,0.0,TO,1706545921
389,richards bay,-28.783,32.0377,77.58,73,6,13.94,ZA,1706545921
390,bukene,-4.2333,32.8833,66.67,91,94,3.94,TZ,1706545922
391,flying fish cove,-10.4217,105.6791,74.88,94,75,5.75,CX,1706545922
392,kavaratti,10.5669,72.642,82.04,65,28,6.51,IN,1706545922
393,prince rupert,54.3161,-130.3201,51.49,81,100,52.93,CA,1706545923
394,mukalla,14.5425,49.1242,76.91,81,52,1.99,YE,1706545923
395,selfoss,63.9331,-20.9971,35.04,95,100,25.01,IS,1706545924
396,bardai,11.65,7.2333,81.68,11,4,10.58,NG,1706545924
397,mont-tremblant,46.1949,-74.6264,26.19,74,43,2.3,CA,1706545800
398,kuanda,56.3161,116.0806,-32.94,96,57,0.87,RU,1706545925
399,guilin,25.2819,110.2864,44.71,96,99,0.83,CN,1706545925
400,brynamman,51.8,-3.8667,52.61,87,100,9.57,GB,1706545925
401,ulsteinvik,62.3432,5.8487,44.31,78,25,14.0,NO,1706545926
402,mumford,5.2618,-0.759,82.72,68,53,11.32,GH,1706545926
403,ataq,14.5377,46.8319,68.5,77,83,12.91,YE,1706545927
404,swift current,50.2834,-107.8014,34.61,93,0,12.66,CA,1706545769
405,lapua,62.9693,23.0088,36.28,77,89,10.16,FI,1706545928
406,hechuan,29.9947,106.2572,48.69,65,100,3.36,CN,1706545928
407,namibe,-15.1961,12.1522,76.87,68,0,11.95,AO,1706545928
408,novyy urengoy,66.0833,76.6333,-7.1,89,88,9.42,RU,1706545928
409,gadhada,21.9667,71.5667,73.2,51,4,6.22,IN,1706545929
410,trincomalee,8.5711,81.2335,79.79,79,49,13.11,LK,1706545929
411,borkum,53.5809,6.6915,47.93,93,100,11.18,DE,1706545929
412,mount gambier,-37.8333,140.7667,52.72,93,5,5.3,AU,1706545930
413,concepcion,-36.827,-73.0498,75.0,50,0,8.05,CL,1706545930
414,tazacorte,28.629,-17.9293,70.77,64,12,4.61,ES,1706545930
415,lemvig,56.5486,8.3102,43.2,95,100,5.84,DK,1706545697
416,salalah,17.0151,54.0924,78.89,65,20,4.61,OM,1706545931
417,rio grande,-32.035,-52.0986,78.91,69,72,11.48,BR,1706545682
418,argo,37.6333,22.7333,40.46,82,43,6.46,GR,1706545931
419,luanda,-8.8368,13.2343,87.8,78,40,11.5,AO,1706545931
420,omamacho-omama,36.4333,139.2833,35.46,58,8,3.2,JP,1706545931
421,bandon,51.7469,-8.7425,44.19,86,100,13.13,IE,1706545931
422,beyneu,45.3167,55.2,24.15,77,100,6.96,KZ,1706545932
423,belmonte,-15.8631,-38.8828,84.0,71,100,9.69,BR,1706545932
424,tateyama,34.9833,139.8667,50.4,53,52,4.23,JP,1706545932
425,aoji,42.5206,130.3953,19.89,69,6,0.94,KP,1706545932
426,gisborne,-38.6533,178.0042,65.32,93,100,8.66,NZ,1706545932
427,beira,-19.8436,34.8389,84.29,65,20,11.5,MZ,1706545932
428,adrar,20.5022,-10.0711,79.47,8,0,13.89,MR,1706545933
429,salanso,12.1833,-4.0833,91.98,8,12,5.44,BF,1706545933
430,zhezqazghan,47.7833,67.7667,4.86,88,94,9.71,KZ,1706545933
431,eyl,7.9803,49.8164,77.94,83,54,14.88,SO,1706545933
432,talavera,15.6167,120.9333,68.2,81,44,5.17,PH,1706545933
433,choctaw,35.4976,-97.2689,58.1,54,0,4.0,US,1706545809
434,kruisfontein,-34.0033,24.7314,77.88,66,99,10.07,ZA,1706545934
435,kerema,-7.9631,145.7785,80.06,81,58,2.98,PG,1706545934
436,pimentel,-6.8367,-79.9342,86.29,58,20,16.11,PE,1706545934
437,nova olimpia,-14.7972,-57.2881,99.14,35,50,2.26,BR,1706545934
438,shache,38.4167,77.2406,28.17,49,76,4.29,CN,1706545934
439,tanout,14.9709,8.8879,75.92,11,30,13.65,NE,1706545935
440,magistral'nyy,56.1725,107.4458,-37.62,100,70,1.88,RU,1706545935
441,kizel,59.0471,57.6477,7.03,98,99,3.67,RU,1706545935
442,banjarmasin,-3.3244,114.591,80.74,89,91,2.68,ID,1706545725
443,mendi,-6.1761,143.6513,57.16,98,100,2.89,PG,1706545935
444,hirara,24.8,125.2833,67.86,77,71,14.97,JP,1706545935
445,acarau,-2.8856,-40.12,89.19,59,90,18.92,BR,1706545936
446,matoury,4.8483,-52.3317,78.76,94,75,5.75,GF,1706545936
447,blenheim,-41.516,173.9528,51.53,90,2,4.25,NZ,1706545744
448,chonchi,-42.6128,-73.8092,67.21,43,34,2.73,CL,1706545936
449,kailua-kona,19.6406,-155.9956,71.56,89,0,10.36,US,1706545936
450,tsetserleg,47.475,101.4542,-8.73,94,93,2.51,MN,1706545936
451,meihekou,42.5272,125.6753,-2.63,100,28,2.19,CN,1706545936
452,solnechnyy,50.7214,136.6319,-6.97,97,100,2.71,RU,1706545937
453,heyuan,23.7333,114.6833,55.38,95,100,2.89,CN,1706545937
454,sumbe,-11.2061,13.8437,82.45,74,39,7.34,AO,1706545937
455,tazovsky,67.4667,78.7,-3.78,86,96,10.36,RU,1706545937
456,inirida,3.8653,-67.9239,97.2,37,64,3.11,CO,1706545937
457,kristiansund,63.1115,7.732,43.45,61,40,23.02,NO,1706545937
458,amga,60.8953,131.9608,-45.06,100,100,1.79,RU,1706545938
459,egilsstadir,65.2653,-14.3948,35.51,75,75,11.5,IS,1706545938
460,kerikeri,-35.2268,173.9474,63.91,89,3,1.01,NZ,1706545938
461,temerluh,3.4506,102.4176,75.97,99,61,1.05,MY,1706545938
462,itapirapua,-15.8233,-50.6133,88.12,53,55,5.57,BR,1706545938
463,polyarnyy,69.1989,33.4478,34.84,67,92,36.53,RU,1706545931
464,loango,-4.6719,11.8312,83.86,84,20,10.36,CG,1706545939
465,taulaga,-11.0553,-171.0883,84.83,68,100,5.1,AS,1706545939
466,grivita,44.7333,27.2833,34.45,73,100,11.83,RO,1706545939
467,fada,9.5667,8.3,87.67,16,23,0.85,NG,1706545939
468,puerto baquerizo moreno,-0.9,-89.6,81.59,89,100,16.11,EC,1706545939
469,bokhan,53.153,103.7714,-27.78,100,77,2.51,RU,1706545940
470,castillos,-34.1667,-53.8333,78.82,51,51,10.25,UY,1706545940
471,jatiroto,-7.8833,111.1167,74.88,94,100,2.28,ID,1706545941
472,rexburg,43.826,-111.7897,35.58,87,100,3.44,US,1706545941
473,la'ie,21.6477,-157.9253,76.44,86,11,1.99,US,1706545941
474,la gi,10.6667,107.7833,73.02,83,50,13.47,VN,1706545942
475,alpena,45.0617,-83.4327,34.11,93,100,8.05,US,1706545942
476,menongue,-14.6585,17.691,79.32,43,47,4.21,AO,1706545942
477,hinton,53.4001,-117.5857,34.86,93,100,4.63,CA,1706545942
478,puerto madryn,-42.7692,-65.0385,80.83,26,0,13.2,AR,1706545714
479,tejen,37.3834,60.5054,41.2,83,100,4.88,TM,1706545942
480,rocha,-34.4833,-54.3333,83.43,43,62,13.06,UY,1706545943
481,slavyanka,42.8633,131.3847,16.79,73,4,6.6,RU,1706545943
482,recreo,-29.2818,-65.061,99.61,20,2,12.8,AR,1706545943
483,zilair,52.2332,57.4392,1.69,100,71,2.64,RU,1706545943
484,rapid city,44.0805,-103.231,58.32,53,0,14.0,US,1706545943
485,las lomitas,-24.7096,-60.593,100.98,19,62,4.7,AR,1706545943
486,tosontsengel,48.7567,98.2839,-14.62,92,80,0.81,MN,1706545944
487,vyyezdnoye,55.3815,43.7864,21.78,92,100,12.1,RU,1706545944
488,uruacu,-14.5247,-49.1408,74.26,86,100,3.53,BR,1706545753
489,pocone,-16.2567,-56.6228,97.41,31,76,4.05,BR,1706545944
490,nassau,40.7507,-73.5829,39.97,78,100,20.71,US,1706545802
491,es castell,39.8795,4.2854,59.68,72,20,11.5,ES,1706545945
492,tual,-5.6667,132.75,83.39,78,40,19.55,ID,1706545945
493,leua,48.2156,18.6071,41.5,79,7,3.11,SK,1706545945
494,conception bay south,47.4999,-52.9981,29.05,90,100,4.61,CA,1706545945
495,bahia de kino,28.8333,-111.9333,63.52,53,100,7.25,MX,1706545945
496,tsiombe,-25.3,45.4833,73.2,80,26,16.51,MG,1706545946
497,callao,-12.0667,-77.15,80.89,65,0,12.66,PE,1706545946
498,east london,-33.0153,27.9116,79.74,78,0,16.11,ZA,1706545946
499,fortuna,40.5982,-124.1573,56.32,92,0,1.99,US,1706545946
500,nhamunda,-2.1861,-56.7131,95.94,38,30,6.02,BR,1706545946
501,tumayr,25.7039,45.868,68.23,39,100,15.01,SA,1706545947
502,sao vicente,-23.9631,-46.3919,89.78,49,0,9.22,BR,1706545947
503,mili,6.0815,171.735,81.59,84,100,16.02,MH,1706545947
504,nadi,-17.8,177.4167,75.2,94,40,4.61,FJ,1706545947
505,nguigmi,14.2495,13.1092,75.87,22,4,6.62,NE,1706545947
506,cidreira,-30.1811,-50.2056,76.44,76,44,6.31,BR,1706545947
507,porto murtinho,-21.6989,-57.8825,101.12,19,66,7.52,BR,1706545947
508,oranjemund,-28.55,16.4333,67.96,73,93,6.4,NA,1706545948
509,sault ste. marie,46.5168,-84.3333,34.36,86,100,3.44,CA,1706545739
510,lethem,3.3803,-59.7968,99.54,28,46,9.95,GY,1706545948
511,bremervorde,53.4833,9.1333,46.38,90,100,6.85,DE,1706545948
512,madalena,41.2162,-8.3345,63.55,76,98,1.72,PT,1706545948
513,turochak,52.2576,87.1224,8.74,98,100,2.42,RU,1706545948
514,puerto armuelles,8.2833,-82.8667,93.18,64,97,3.0,PA,1706545862
515,alakurtti,66.9672,30.3491,33.15,75,61,21.34,RU,1706545949
516,wanning,18.8003,110.3967,69.76,90,60,5.86,CN,1706545949
517,galesong,-5.3166,119.3661,77.02,83,97,5.95,ID,1706545949
518,san patricio,28.017,-97.5169,63.86,48,9,3.56,US,1706545949
519,bodo,67.28,14.405,39.78,78,75,39.12,NO,1706545949
520,saudarkrokur,65.7461,-19.6394,32.61,97,100,6.82,IS,1706545949
521,isola delle femmine,38.1935,13.2488,53.49,54,0,12.66,IT,1706545950
522,dwarka,22.2394,68.9678,72.25,79,7,9.89,IN,1706545950
523,faya-largeau,17.9257,19.1043,70.2,20,0,15.55,TD,1706545950
524,caibarien,22.5206,-79.4669,70.92,65,96,18.5,CU,1706545950
525,tchibanga,-2.85,11.0333,75.56,95,90,3.69,GA,1706545950
526,guapo,-16.8306,-49.5319,82.78,32,2,7.27,BR,1706545950
527,tashtyp,52.7939,89.8983,12.07,97,100,3.18,RU,1706545951
528,dryden,49.7833,-92.7503,26.89,100,100,8.05,CA,1706545951
529,rudnyy,52.9594,63.1206,8.83,100,56,3.15,KZ,1706545951
530,catacaos,-5.2667,-80.6833,89.69,50,100,7.05,PE,1706545951
531,south hedland,-20.4089,118.5983,78.73,83,19,12.66,AU,1706545951
532,chibougamau,49.9168,-74.3659,6.42,72,0,4.61,CA,1706545941
533,rosso,16.4986,-15.8153,91.4,7,63,13.11,SN,1706545952
534,qamdo,31.1667,97.2333,15.03,39,54,3.15,CN,1706545952
535,port augusta,-32.5,137.7667,69.37,63,2,11.83,AU,1706545952
536,xining,36.6167,101.7667,27.73,20,54,1.34,CN,1706545952
537,sharlyk,52.9167,54.75,2.08,99,56,3.13,RU,1706545952
538,andergrove,-21.0833,149.1833,84.65,89,97,6.33,AU,1706545952
539,port douglas,-16.4833,145.4667,82.56,86,92,4.65,AU,1706545952
540,derzhavinsk,51.1,66.3167,-6.54,100,62,4.63,KZ,1706545953
541,san ignacio,17.1561,-89.0714,69.94,83,75,6.91,BZ,1706545953
542,yuzhne,46.6221,31.1013,36.63,73,99,15.01,UA,1706545953
543,ad dilam,23.9915,47.1627,72.01,39,100,10.83,SA,1706545953
544,uttar char fasson,22.2332,90.7132,66.27,55,21,5.01,BD,1706545953
545,harper,4.375,-7.7169,84.02,70,15,9.86,LR,1706545953
546,fu'an,27.0892,119.6453,51.17,96,99,2.21,CN,1706545953
547,kolondieba,11.0882,-6.8926,94.35,8,41,4.23,ML,1706545954
